rtu_id,mp_id,SiteID,Date,date,time,Time,Times,bd_sy,bd_zy,p, ,vb,vc,ia,ib,ic,Multiplying Factor,ct_ratio,pt_ratio,cs
8.47057E+11,1,Branch A,20260615,20260615,2230,2230,10:30:00 PM,13.61999989,9244.320313,1.39199996,411.2399902,404.769989,409.3599854,2.026000023,1.914000034,1.682999969,160,160,1,0.984000027
8.47057E+11,1,Branch A,20260615,20260615,1830,1830,6:30:00 PM,13.61999989,9237.370117,1.827000022,408.4400024,402.3099976,405.6900024,2.746999979,2.778000116,2.407000065,160,160,1,1
8.47057E+11,1,Branch A,20260615,20260615,535,535,5:35:00 AM,13.61999989,9223.25,0.907999992,422.5599976,417.5899963,420.9500122,1.460999966,1.475999951,1.156999946,160,160,1,0.99000001
8.47057E+11,1,Branch A,20260615,20260615,700,700,7:00:00 AM,13.61999989,9225.019531,1.248000026,424.4400024,419.519989,422.9299927,2.056999922,1.856999993,1.598999977,160,160,1,0.989000022
8.47057E+11,1,Branch A,20260615,20260615,2125,2125,9:25:00 PM,13.61999989,9242.870117,1.656999946,413.6700134,407.3200073,411.2099915,2.309000015,2.710999966,2.255000114,160,160,1,0.995999992
8.47057E+11,1,Branch A,20260615,20260615,1900,1900,7:00:00 PM,13.61999989,9238.30957,2.022000074,413.5299988,408.2600098,411.019989,2.691999912,3.048000097,2.642999887,160,160,1,1
8.47057E+11,1,Branch A,20260615,20260615,1930,1930,7:30:00 PM,13.61999989,9239.259766,1.980999947,410.3699951,404.1900024,408.0599976,2.619999886,2.961999893,2.417000055,160,160,1,1
8.47057E+11,1,Branch A,20260615,20260615,325,325,3:25:00 AM,13.61999989,9221.980469,0.890999973,419.9899902,414.0400085,417.8200073,1.276000023,1.360999942,1.197000027,160,160,1,0.992999971
8.47057E+11,1,Branch A,20260615,20260615,1650,1650,4:50:00 PM,13.61999989,9234.519531,1.713999987,405.3500061,399.230011,402.019989,2.058000088,2.447999954,2.157000065,160,160,1,1
8.47057E+11,1,Branch A,20260615,20260615,1730,1730,5:30:00 PM,13.61999989,9235.570313,1.761000037,403.8099976,398.2600098,400.6799927,2.526000023,2.950999975,2.549000025,160,160,1,0.998000026
8.47057E+11,1,Branch A,20260615,20260615,1840,1840,6:40:00 PM,13.61999989,9237.669922,1.973999977,408.75,402.2999878,406.230011,2.467999935,2.821000099,2.34100008,160,160,1,1
8.47057E+11,1,Branch A,20260615,20260615,545,545,5:45:00 AM,13.61999989,9223.459961,0.908999979,424.5499878,418.3099976,421.5899963,1.34800005,1.29400003,1.360000014,160,160,1,0.99000001
8.47057E+11,1,Branch A,20260615,20260615,730,730,7:30:00 AM,13.61999989,9225.660156,1.588000059,423.4299927,418.8599854,421.6600037,1.825999975,2.220000029,1.786000013,160,160,1,0.985000014
8.47057E+11,1,Branch A,20260615,20260615,235,235,2:35:00 AM,13.61999989,9221.080078,0.953000009,424.980011,419.6400146,423.9599915,1.108999968,1.335000038,1.332999945,160,160,1,0.99000001
8.47057E+11,1,Branch A,20260615,20260615,250,250,2:50:00 AM,13.61999989,9221.280273,0.882000029,425.519989,418.769989,423.7600098,1.328999996,1.496000051,1.220000029,160,160,1,0.990999997
8.47057E+11,1,Branch A,20260615,20260615,2315,2315,11:15:00 PM,13.61999989,9245.290039,1.200999975,414.2099915,407.6099854,412.519989,2.121000051,1.786999941,1.690999985,160,160,1,0.975000024
8.47057E+11,1,Branch A,20260615,20260615,715,715,7:15:00 AM,13.61999989,9225.320313,1.205000043,421.6400146,416.9400024,420.9500122,1.99000001,2.130000114,1.70599997,160,160,1,0.987999976
8.47057E+11,1,Branch A,20260615,20260615,1450,1450,2:50:00 PM,13.61999989,9232.30957,0.55400002,413.769989,407.7999878,411.1199951,0.973999977,1.016000032,0.986999989,160,160,1,0.994000018
8.47057E+11,1,Branch A,20260615,20260615,1810,1810,6:10:00 PM,13.61999989,9236.780273,1.731999993,409.3900146,402.9500122,406.0799866,2.510999918,2.911999941,2.381999969,160,160,1,1
8.47057E+11,1,Branch A,20260615,20260615,1940,1940,7:40:00 PM,13.61999989,9239.570313,1.743000031,410.3900146,404.1700134,408.019989,2.749000072,3.10800004,2.605999947,160,160,1,1
8.47057E+11,1,Branch A,20260615,20260615,845,845,8:45:00 AM,13.61999989,9227.339844,1.355999947,420.8099976,415.7399902,419.75,1.710999966,2.058000088,1.832000017,160,160,1,0.995000005
8.47057E+11,1,Branch A,20260615,20260615,420,420,4:20:00 AM,13.61999989,9222.360352,0.819000006,423.4599915,416.6300049,421.8599854,1.032999992,1.202000022,0.86500001,160,160,1,0.995999992
8.47057E+11,1,Branch A,20260615,20260615,220,220,2:20:00 AM,13.61999989,9220.870117,0.986000001,424.8299866,418.6900024,423.1000061,1.409000039,1.799999952,1.273000002,160,160,1,0.989000022
8.47057E+11,1,Branch A,20260615,20260615,2105,2105,9:05:00 PM,13.61999989,9242.379883,1.761000037,415.7200012,410.1799927,414.3800049,2.434000015,2.509000063,2.431999922,160,160,1,1
8.47057E+11,1,Branch A,20260615,20260615,1210,1210,12:10:00 PM,13.61999989,9231.589844,1.312999964,417.0700073,412,415.6600037,1.901000023,1.991000056,1.838000059,160,160,1,1
8.47057E+11,1,Branch A,20260615,20260615,1850,1850,6:50:00 PM,13.61999989,9237.990234,1.927999973,409.6799927,404.25,407.3399963,2.549999952,2.736999989,2.460000038,160,160,1,0.998000026
8.47057E+11,1,Branch A,20260615,20260615,2145,2145,9:45:00 PM,13.61999989,9243.290039,1.682000041,412.2399902,407.0599976,409.7600098,2.221999884,2.167000055,1.960999966,160,160,1,1
8.47057E+11,1,Branch A,20260615,20260615,1220,1220,12:20:00 PM,13.61999989,9231.830078,1.481999993,416.1900024,411.1099854,414.6300049,1.787999988,2.069000006,1.758999944,160,160,1,1
8.47057E+11,1,Branch A,20260615,20260615,635,635,6:35:00 AM,13.61999989,9224.410156,1.356999993,422.8500061,417.980011,421.2200012,1.84800005,1.914000034,1.784000039,160,160,1,0.989000022
8.47057E+11,1,Branch A,20260615,20260615,1505,1505,3:05:00 PM,13.61999989,9232.580078,0.691999972,411.75,405.8399963,410.3099976,0.828000009,1.238000035,1.302000046,160,160,1,0.998000026
8.47057E+11,1,Branch A,20260615,20260615,145,145,1:45:00 AM,13.61999989,9220.410156,0.944999993,423.3800049,415.9400024,420.9299927,1.366000056,1.447000027,0.995000005,160,160,1,0.995000005
8.47057E+11,1,Branch A,20260615,20260615,1700,1700,5:00:00 PM,13.61999989,9234.790039,1.682000041,405.8699951,399.6700134,402.9899902,2.448999882,2.740999937,2.549000025,160,160,1,0.998000026
8.47057E+11,1,Branch A,20260615,20260615,430,430,4:30:00 AM,13.61999989,9222.509766,0.711000025,424.2799988,417.3900146,421.519989,1.156999946,1.325000048,1.113000035,160,160,1,0.995000005
8.47057E+11,1,Branch A,20260615,20260615,1540,1540,3:40:00 PM,13.61999989,9233.05957,0.93900001,410.8200073,404.6600037,408.730011,1.32099998,1.65199995,1.184999943,160,160,1,0.998000026
8.47057E+11,1,Branch A,20260615,20260615,1800,1800,6:00:00 PM,13.61999989,9236.490234,1.789000034,409.2399902,402.5,407.019989,2.529999971,2.809000015,2.349999905,160,160,1,1
8.47057E+11,1,Branch A,20260615,20260615,830,830,8:30:00 AM,13.61999989,9227.019531,0.968999982,420.9400024,417.4899902,420.75,1.914000034,2.017999887,1.784999967,160,160,1,0.991999984
8.47057E+11,1,Branch A,20260615,20260615,445,445,4:45:00 AM,13.61999989,9222.719727,0.82099998,423.2200012,417.75,422.3900146,1.177000046,1.274999976,1.003000021,160,160,1,0.996999979
8.47057E+11,1,Branch A,20260615,20260615,1820,1820,6:20:00 PM,13.61999989,9237.070313,1.807000041,406.480011,400.1099854,404.3299866,2.325000048,2.684999943,2.484999895,160,160,1,1
8.47057E+11,1,Branch A,20260615,20260615,2245,2245,10:45:00 PM,13.61999989,9244.629883,1.44599998,413.5,406.1400146,409.8099976,2.125999928,1.90199995,1.741000056,160,160,1,0.981000006
8.47057E+11,1,Branch A,20260615,20260615,1950,1950,7:50:00 PM,13.61999989,9239.879883,1.743000031,411.0499878,405.1499939,408.0400085,2.651000023,2.882999897,2.628999949,160,160,1,1
8.47057E+11,1,Branch A,20260615,20260615,815,815,8:15:00 AM,13.61999989,9226.700195,1.585000038,421.2799988,415.980011,418.730011,2.15199995,1.94599998,1.79400003,160,160,1,0.998000026
8.47057E+11,1,Branch A,20260615,20260615,805,805,8:05:00 AM,13.61999989,9226.400391,1.027999997,423.0100098,418.0799866,422.6799927,1.703999996,1.687999964,1.809000015,160,160,1,1
