datetime,branch,total_register,mf,power_kw,power_factor,consumption_kwh,gap_minutes,gap_block_minutes,is_interpolated,hour,minute,day_of_week,month,is_weekend,time_decimal,shift,shift_datetime,shift_date,date,is_gap_filled,hourly_avg,status
2026-05-31 23:00:00,Branch A,,160.0,,,7.447946666701076,,10.0,True,23,0,6,5,1,23.0,Shift C,2026-05-31 17:00:00,2026-05-31,2026-05-31,True,20.37380998158124,normal
2026-05-31 23:05:00,Branch A,,160.0,,,7.447946666701076,,10.0,True,23,5,6,5,1,23.08333333333333,Shift C,2026-05-31 17:05:00,2026-05-31,2026-05-31,True,20.37380998158124,normal
2026-05-31 23:10:00,Branch A,8971.049805,160.0,0.675999999,0.995000005,7.447946666701076,15.0,0.0,False,23,10,6,5,1,23.166666666666668,Shift C,2026-05-31 17:10:00,2026-05-31,2026-05-31,False,20.37380998158124,normal
2026-05-31 23:15:00,Branch A,,160.0,,,8.828079999948386,,5.0,True,23,15,6,5,1,23.25,Shift C,2026-05-31 17:15:00,2026-05-31,2026-05-31,False,20.37380998158124,normal
2026-05-31 23:20:00,Branch A,8971.160156,160.0,0.639999986,0.996999979,8.828079999948386,10.0,0.0,False,23,20,6,5,1,23.33333333333333,Shift C,2026-05-31 17:20:00,2026-05-31,2026-05-31,False,20.37380998158124,normal
2026-05-31 23:25:00,Branch A,,160.0,,,9.609360000031302,,5.0,True,23,25,6,5,1,23.416666666666668,Shift C,2026-05-31 17:25:00,2026-05-31,2026-05-31,False,20.37380998158124,normal
2026-05-31 23:30:00,Branch A,8971.280273,160.0,0.726999998,0.995999992,9.609360000031302,10.0,0.0,False,23,30,6,5,1,23.5,Shift C,2026-05-31 17:30:00,2026-05-31,2026-05-31,False,20.37380998158124,normal
2026-05-31 23:35:00,Branch A,,160.0,,,9.062506666620417,,10.0,True,23,35,6,5,1,23.58333333333333,Shift C,2026-05-31 17:35:00,2026-05-31,2026-05-31,True,20.37380998158124,normal
2026-05-31 23:40:00,Branch A,,160.0,,,9.062506666620417,,10.0,True,23,40,6,5,1,23.666666666666668,Shift C,2026-05-31 17:40:00,2026-05-31,2026-05-31,True,20.37380998158124,normal
2026-05-31 23:45:00,Branch A,8971.450195,160.0,0.633000016,0.995999992,9.062506666620417,15.0,0.0,False,23,45,6,5,1,23.75,Shift C,2026-05-31 17:45:00,2026-05-31,2026-05-31,False,20.37380998158124,normal
2026-05-31 23:50:00,Branch A,,160.0,,,7.968746666738298,,10.0,True,23,50,6,5,1,23.83333333333333,Shift C,2026-05-31 17:50:00,2026-05-31,2026-05-31,True,20.37380998158124,normal
2026-05-31 23:55:00,Branch A,,160.0,,,7.968746666738298,,10.0,True,23,55,6,5,1,23.916666666666668,Shift C,2026-05-31 17:55:00,2026-05-31,2026-05-31,True,20.37380998158124,normal
2026-06-01 00:00:00,Branch A,8971.599609,160.0,0.68900001,0.989000022,7.968746666738298,15.0,0.0,False,0,0,0,6,0,0.0,Shift C,2026-05-31 18:00:00,2026-05-31,2026-06-01,False,20.174864825567354,normal
2026-06-01 00:05:00,Branch A,,160.0,,,8.828159999975469,,5.0,True,0,5,0,6,0,0.0833333333333333,Shift C,2026-05-31 18:05:00,2026-05-31,2026-06-01,False,20.174864825567354,normal
2026-06-01 00:10:00,Branch A,8971.709961,160.0,0.634000003,0.995000005,8.828159999975469,10.0,0.0,False,0,10,0,6,0,0.1666666666666666,Shift C,2026-05-31 18:10:00,2026-05-31,2026-06-01,False,20.174864825567354,normal
2026-06-01 00:15:00,Branch A,,160.0,,,10.3906399999687,,5.0,True,0,15,0,6,0,0.25,Shift C,2026-05-31 18:15:00,2026-05-31,2026-06-01,False,20.174864825567354,normal
2026-06-01 00:20:00,Branch A,8971.839844,160.0,0.578000009,0.995000005,10.3906399999687,10.0,0.0,False,0,20,0,6,0,0.3333333333333333,Shift C,2026-05-31 18:20:00,2026-05-31,2026-06-01,False,20.174864825567354,normal
2026-06-01 00:25:00,Branch A,,160.0,,,8.020800000037221,,10.0,True,0,25,0,6,0,0.4166666666666667,Shift C,2026-05-31 18:25:00,2026-05-31,2026-06-01,True,20.174864825567354,normal
2026-06-01 00:30:00,Branch A,,160.0,,,8.020800000037221,,10.0,True,0,30,0,6,0,0.5,Shift C,2026-05-31 18:30:00,2026-05-31,2026-06-01,True,20.174864825567354,normal
2026-06-01 00:35:00,Branch A,8971.990234,160.0,0.646000028,0.981000006,8.020800000037221,15.0,0.0,False,0,35,0,6,0,0.5833333333333334,Shift C,2026-05-31 18:35:00,2026-05-31,2026-06-01,False,20.174864825567354,normal
2026-06-01 00:40:00,Branch A,,160.0,,,9.583359999912014,,10.0,True,0,40,0,6,0,0.6666666666666666,Shift C,2026-05-31 18:40:00,2026-05-31,2026-06-01,True,20.174864825567354,normal
2026-06-01 00:45:00,Branch A,,160.0,,,9.583359999912014,,10.0,True,0,45,0,6,0,0.75,Shift C,2026-05-31 18:45:00,2026-05-31,2026-06-01,True,20.174864825567354,normal
2026-06-01 00:50:00,Branch A,8972.169922,160.0,0.646000028,0.995999992,9.583359999912014,15.0,0.0,False,0,50,0,6,0,0.8333333333333334,Shift C,2026-05-31 18:50:00,2026-05-31,2026-06-01,False,20.174864825567354,normal
2026-06-01 00:55:00,Branch A,,160.0,,,8.541653333425833,,10.0,True,0,55,0,6,0,0.9166666666666666,Shift C,2026-05-31 18:55:00,2026-05-31,2026-06-01,True,20.174864825567354,normal
2026-06-01 01:00:00,Branch A,,160.0,,,8.541653333425833,,10.0,True,1,0,0,6,0,1.0,Shift C,2026-05-31 19:00:00,2026-05-31,2026-06-01,True,19.833209925405622,normal
2026-06-01 01:05:00,Branch A,8972.330078,160.0,0.734000027,0.995000005,8.541653333425833,15.0,0.0,False,1,5,0,6,0,1.0833333333333333,Shift C,2026-05-31 19:05:00,2026-05-31,2026-06-01,False,19.833209925405622,normal
2026-06-01 01:10:00,Branch A,,160.0,,,8.541653333328819,,10.0,True,1,10,0,6,0,1.1666666666666667,Shift C,2026-05-31 19:10:00,2026-05-31,2026-06-01,True,19.833209925405622,normal
2026-06-01 01:15:00,Branch A,,160.0,,,8.541653333328819,,10.0,True,1,15,0,6,0,1.25,Shift C,2026-05-31 19:15:00,2026-05-31,2026-06-01,True,19.833209925405622,normal
2026-06-01 01:20:00,Branch A,8972.490234,160.0,0.643999994,0.990999997,8.541653333328819,15.0,0.0,False,1,20,0,6,0,1.3333333333333333,Shift C,2026-05-31 19:20:00,2026-05-31,2026-06-01,False,19.833209925405622,normal
2026-06-01 01:25:00,Branch A,,160.0,,,7.447946666604063,,10.0,True,1,25,0,6,0,1.4166666666666667,Shift C,2026-05-31 19:25:00,2026-05-31,2026-06-01,True,19.833209925405622,normal
2026-06-01 01:30:00,Branch A,,160.0,,,7.447946666604063,,10.0,True,1,30,0,6,0,1.5,Shift C,2026-05-31 19:30:00,2026-05-31,2026-06-01,True,19.833209925405622,normal
2026-06-01 01:35:00,Branch A,8972.629883,160.0,0.56400001,0.996999979,7.447946666604063,15.0,0.0,False,1,35,0,6,0,1.5833333333333337,Shift C,2026-05-31 19:35:00,2026-05-31,2026-06-01,False,19.833209925405622,normal
2026-06-01 01:40:00,Branch A,,160.0,,,11.197920000025382,,10.0,True,1,40,0,6,0,1.6666666666666663,Shift C,2026-05-31 19:40:00,2026-05-31,2026-06-01,True,19.833209925405622,connectivity_issue
2026-06-01 01:45:00,Branch A,,160.0,,,11.197920000025382,,10.0,True,1,45,0,6,0,1.75,Shift C,2026-05-31 19:45:00,2026-05-31,2026-06-01,True,19.833209925405622,connectivity_issue
2026-06-01 01:50:00,Branch A,8972.839844,160.0,0.749000013,0.989000022,11.197920000025382,15.0,0.0,False,1,50,0,6,0,1.8333333333333333,Shift C,2026-05-31 19:50:00,2026-05-31,2026-06-01,False,19.833209925405622,normal
2026-06-01 01:55:00,Branch A,,160.0,,,8.541653333328819,,10.0,True,1,55,0,6,0,1.9166666666666663,Shift C,2026-05-31 19:55:00,2026-05-31,2026-06-01,True,19.833209925405622,normal
2026-06-01 02:00:00,Branch A,,160.0,,,8.541653333328819,,10.0,True,2,0,0,6,0,2.0,Shift C,2026-05-31 20:00:00,2026-05-31,2026-06-01,True,19.16002422887362,normal
2026-06-01 02:05:00,Branch A,8973.0,160.0,0.624000013,0.995999992,8.541653333328819,15.0,0.0,False,2,5,0,6,0,2.083333333333333,Shift C,2026-05-31 20:05:00,2026-05-31,2026-06-01,False,19.16002422887362,normal
2026-06-01 02:10:00,Branch A,,160.0,,,8.0208533332916,,10.0,True,2,10,0,6,0,2.1666666666666665,Shift C,2026-05-31 20:10:00,2026-05-31,2026-06-01,True,19.16002422887362,normal
2026-06-01 02:15:00,Branch A,,160.0,,,8.0208533332916,,10.0,True,2,15,0,6,0,2.25,Shift C,2026-05-31 20:15:00,2026-05-31,2026-06-01,True,19.16002422887362,normal
2026-06-01 02:20:00,Branch A,8973.150391,160.0,0.605000019,0.996999979,8.0208533332916,15.0,0.0,False,2,20,0,6,0,2.333333333333333,Shift C,2026-05-31 20:20:00,2026-05-31,2026-06-01,False,19.16002422887362,normal
2026-06-01 02:25:00,Branch A,,160.0,,,9.583306666754652,,10.0,True,2,25,0,6,0,2.4166666666666665,Shift C,2026-05-31 20:25:00,2026-05-31,2026-06-01,True,19.16002422887362,normal
2026-06-01 02:30:00,Branch A,,160.0,,,9.583306666754652,,10.0,True,2,30,0,6,0,2.5,Shift C,2026-05-31 20:30:00,2026-05-31,2026-06-01,True,19.16002422887362,normal
2026-06-01 02:35:00,Branch A,8973.330078,160.0,0.653999984,0.987999976,9.583306666754652,15.0,0.0,False,2,35,0,6,0,2.583333333333333,Shift C,2026-05-31 20:35:00,2026-05-31,2026-06-01,False,19.16002422887362,normal
2026-06-01 02:40:00,Branch A,,160.0,,,9.869786666628594,,25.0,True,2,40,0,6,0,2.6666666666666665,Shift C,2026-05-31 20:40:00,2026-05-31,2026-06-01,True,19.16002422887362,connectivity_issue
2026-06-01 02:45:00,Branch A,,160.0,,,9.869786666628594,,25.0,True,2,45,0,6,0,2.75,Shift C,2026-05-31 20:45:00,2026-05-31,2026-06-01,True,19.16002422887362,connectivity_issue
2026-06-01 02:50:00,Branch A,,160.0,,,9.869786666628594,,25.0,True,2,50,0,6,0,2.833333333333333,Shift C,2026-05-31 20:50:00,2026-05-31,2026-06-01,True,19.16002422887362,connectivity_issue
2026-06-01 02:55:00,Branch A,,160.0,,,9.869786666628594,,25.0,True,2,55,0,6,0,2.9166666666666665,Shift C,2026-05-31 20:55:00,2026-05-31,2026-06-01,True,19.16002422887362,connectivity_issue
2026-06-01 03:00:00,Branch A,,160.0,,,9.869786666628594,,25.0,True,3,0,0,6,0,3.0,Shift C,2026-05-31 21:00:00,2026-05-31,2026-06-01,True,19.611570514326385,normal
2026-06-01 03:05:00,Branch A,8973.700195,160.0,0.612999976,0.991999984,9.869786666628594,30.0,0.0,False,3,5,0,6,0,3.083333333333333,Shift C,2026-05-31 21:05:00,2026-05-31,2026-06-01,False,19.611570514326385,normal
2026-06-01 03:10:00,Branch A,,160.0,,,8.00783999999112,,15.0,True,3,10,0,6,0,3.1666666666666665,Shift C,2026-05-31 21:10:00,2026-05-31,2026-06-01,True,19.611570514326385,normal
2026-06-01 03:15:00,Branch A,,160.0,,,8.00783999999112,,15.0,True,3,15,0,6,0,3.25,Shift C,2026-05-31 21:15:00,2026-05-31,2026-06-01,True,19.611570514326385,normal
2026-06-01 03:20:00,Branch A,,160.0,,,8.00783999999112,,15.0,True,3,20,0,6,0,3.333333333333333,Shift C,2026-05-31 21:20:00,2026-05-31,2026-06-01,True,19.611570514326385,normal
2026-06-01 03:25:00,Branch A,8973.900391,160.0,0.598999977,0.996999979,8.00783999999112,20.0,0.0,False,3,25,0,6,0,3.4166666666666665,Shift C,2026-05-31 21:25:00,2026-05-31,2026-06-01,False,19.611570514326385,normal
2026-06-01 03:30:00,Branch A,,160.0,,,6.7968800000380725,,15.0,True,3,30,0,6,0,3.5,Shift C,2026-05-31 21:30:00,2026-05-31,2026-06-01,True,19.611570514326385,normal
2026-06-01 03:35:00,Branch A,,160.0,,,6.7968800000380725,,15.0,True,3,35,0,6,0,3.583333333333333,Shift C,2026-05-31 21:35:00,2026-05-31,2026-06-01,True,19.611570514326385,normal
2026-06-01 03:40:00,Branch A,,160.0,,,6.7968800000380725,,15.0,True,3,40,0,6,0,3.6666666666666665,Shift C,2026-05-31 21:40:00,2026-05-31,2026-06-01,True,19.611570514326385,normal
2026-06-01 03:45:00,Branch A,8974.070313,160.0,0.578000009,0.995000005,6.7968800000380725,20.0,0.0,False,3,45,0,6,0,3.75,Shift C,2026-05-31 21:45:00,2026-05-31,2026-06-01,False,19.611570514326385,normal
2026-06-01 03:50:00,Branch A,,160.0,,,6.406240000020868,,10.0,True,3,50,0,6,0,3.8333333333333335,Shift C,2026-05-31 21:50:00,2026-05-31,2026-06-01,True,19.611570514326385,normal
2026-06-01 03:55:00,Branch A,,160.0,,,6.406240000020868,,10.0,True,3,55,0,6,0,3.9166666666666665,Shift C,2026-05-31 21:55:00,2026-05-31,2026-06-01,True,19.611570514326385,normal
2026-06-01 04:00:00,Branch A,8974.19043,160.0,0.656000018,0.985000014,6.406240000020868,15.0,0.0,False,4,0,0,6,0,4.0,Shift C,2026-05-31 22:00:00,2026-05-31,2026-06-01,False,18.16781306897954,normal
2026-06-01 04:05:00,Branch A,,160.0,,,10.21875199995702,,20.0,True,4,5,0,6,0,4.083333333333333,Shift C,2026-05-31 22:05:00,2026-05-31,2026-06-01,True,18.16781306897954,connectivity_issue
2026-06-01 04:10:00,Branch A,,160.0,,,10.21875199995702,,20.0,True,4,10,0,6,0,4.166666666666667,Shift C,2026-05-31 22:10:00,2026-05-31,2026-06-01,True,18.16781306897954,connectivity_issue
2026-06-01 04:15:00,Branch A,,160.0,,,10.21875199995702,,20.0,True,4,15,0,6,0,4.25,Shift C,2026-05-31 22:15:00,2026-05-31,2026-06-01,True,18.16781306897954,connectivity_issue
2026-06-01 04:20:00,Branch A,,160.0,,,10.21875199995702,,20.0,True,4,20,0,6,0,4.333333333333333,Shift C,2026-05-31 22:20:00,2026-05-31,2026-06-01,True,18.16781306897954,connectivity_issue
2026-06-01 04:25:00,Branch A,8974.509766,160.0,0.735000014,0.994000018,10.21875199995702,25.0,0.0,False,4,25,0,6,0,4.416666666666667,Shift C,2026-05-31 22:25:00,2026-05-31,2026-06-01,False,18.16781306897954,normal
2026-06-01 04:30:00,Branch A,,160.0,,,9.218720000062604,,15.0,True,4,30,0,6,0,4.5,Shift C,2026-05-31 22:30:00,2026-05-31,2026-06-01,True,18.16781306897954,normal
2026-06-01 04:35:00,Branch A,,160.0,,,9.218720000062604,,15.0,True,4,35,0,6,0,4.583333333333333,Shift C,2026-05-31 22:35:00,2026-05-31,2026-06-01,True,18.16781306897954,normal
2026-06-01 04:40:00,Branch A,,160.0,,,9.218720000062604,,15.0,True,4,40,0,6,0,4.666666666666667,Shift C,2026-05-31 22:40:00,2026-05-31,2026-06-01,True,18.16781306897954,normal
2026-06-01 04:45:00,Branch A,8974.740234,160.0,0.610000014,1.0,9.218720000062604,20.0,0.0,False,4,45,0,6,0,4.75,Shift C,2026-05-31 22:45:00,2026-05-31,2026-06-01,False,18.16781306897954,normal
2026-06-01 04:50:00,Branch A,,160.0,,,7.57815999997547,,15.0,True,4,50,0,6,0,4.833333333333333,Shift C,2026-05-31 22:50:00,2026-05-31,2026-06-01,True,18.16781306897954,normal
2026-06-01 04:55:00,Branch A,,160.0,,,7.57815999997547,,15.0,True,4,55,0,6,0,4.916666666666667,Shift C,2026-05-31 22:55:00,2026-05-31,2026-06-01,True,18.16781306897954,normal
2026-06-01 05:00:00,Branch A,,160.0,,,7.57815999997547,,15.0,True,5,0,0,6,0,5.0,Shift C,2026-05-31 23:00:00,2026-05-31,2026-06-01,True,17.861992362670918,normal
2026-06-01 05:05:00,Branch A,8974.929688,160.0,0.57099998,1.0,7.57815999997547,20.0,0.0,False,5,5,0,6,0,5.083333333333333,Shift C,2026-05-31 23:05:00,2026-05-31,2026-06-01,False,17.861992362670918,normal
2026-06-01 05:10:00,Branch A,,160.0,,,8.828119999961928,,15.0,True,5,10,0,6,0,5.166666666666667,Shift C,2026-05-31 23:10:00,2026-05-31,2026-06-01,True,17.861992362670918,normal
2026-06-01 05:15:00,Branch A,,160.0,,,8.828119999961928,,15.0,True,5,15,0,6,0,5.25,Shift C,2026-05-31 23:15:00,2026-05-31,2026-06-01,True,17.861992362670918,normal
2026-06-01 05:20:00,Branch A,,160.0,,,8.828119999961928,,15.0,True,5,20,0,6,0,5.333333333333333,Shift C,2026-05-31 23:20:00,2026-05-31,2026-06-01,True,17.861992362670918,normal
2026-06-01 05:25:00,Branch A,8975.150391,160.0,0.55400002,1.0,8.828119999961928,20.0,0.0,False,5,25,0,6,0,5.416666666666667,Shift C,2026-05-31 23:25:00,2026-05-31,2026-06-01,False,17.861992362670918,normal
2026-06-01 05:30:00,Branch A,,160.0,,,6.36716000000888,,15.0,True,5,30,0,6,0,5.5,Shift C,2026-05-31 23:30:00,2026-05-31,2026-06-01,True,17.861992362670918,normal
2026-06-01 05:35:00,Branch A,,160.0,,,6.36716000000888,,15.0,True,5,35,0,6,0,5.583333333333333,Shift C,2026-05-31 23:35:00,2026-05-31,2026-06-01,True,17.861992362670918,normal
2026-06-01 05:40:00,Branch A,,160.0,,,6.36716000000888,,15.0,True,5,40,0,6,0,5.666666666666667,Shift C,2026-05-31 23:40:00,2026-05-31,2026-06-01,True,17.861992362670918,normal
2026-06-01 05:45:00,Branch A,8975.30957,160.0,0.648000002,1.0,6.36716000000888,20.0,0.0,False,5,45,0,6,0,5.75,Shift C,2026-05-31 23:45:00,2026-05-31,2026-06-01,False,17.861992362670918,normal
2026-06-01 05:50:00,Branch A,,160.0,,,8.02085333338861,,10.0,True,5,50,0,6,0,5.833333333333333,Shift C,2026-05-31 23:50:00,2026-05-31,2026-06-01,True,17.861992362670918,normal
2026-06-01 05:55:00,Branch A,,160.0,,,8.02085333338861,,10.0,True,5,55,0,6,0,5.916666666666667,Shift C,2026-05-31 23:55:00,2026-05-31,2026-06-01,True,17.861992362670918,normal
2026-06-01 06:00:00,Branch A,8975.459961,160.0,0.558000028,0.990999997,8.02085333338861,15.0,0.0,False,6,0,0,6,0,6.0,Shift A,2026-06-01 00:00:00,2026-06-01,2026-06-01,False,17.973493450670194,normal
2026-06-01 06:05:00,Branch A,,160.0,,,6.927093333312467,,10.0,True,6,5,0,6,0,6.083333333333333,Shift A,2026-06-01 00:05:00,2026-06-01,2026-06-01,True,17.973493450670194,normal
