datetime,branch,total_register,mf,power_kw,power_factor,consumption_kwh,gap_minutes,gap_block_minutes,is_interpolated,hour,minute,day_of_week,month,is_weekend,time_decimal,shift,shift_datetime,shift_date,date,is_gap_filled,hourly_avg,status
2025-09-02 15:00:00,Branch A,0.310000002,160.0,,,27.20000016,,0.0,False,15,0,1,9,0,15.0,Shift B,2025-09-02 09:00:00,2025-09-02,2025-09-02,False,20.681824106301956,normal
2025-09-02 15:05:00,Branch A,,160.0,,,25.59999944,,15.0,True,15,5,1,9,0,15.083333333333334,Shift B,2025-09-02 09:05:00,2025-09-02,2025-09-02,True,20.681824106301956,connectivity_issue
2025-09-02 15:10:00,Branch A,,160.0,,,25.59999944,,15.0,True,15,10,1,9,0,15.166666666666666,Shift B,2025-09-02 09:10:00,2025-09-02,2025-09-02,True,20.681824106301956,connectivity_issue
2025-09-02 15:15:00,Branch A,,160.0,,,25.59999944,,15.0,True,15,15,1,9,0,15.25,Shift B,2025-09-02 09:15:00,2025-09-02,2025-09-02,True,20.681824106301956,connectivity_issue
2025-09-02 15:20:00,Branch A,0.949999988,160.0,,,25.59999944,20.0,0.0,False,15,20,1,9,0,15.333333333333334,Shift B,2025-09-02 09:20:00,2025-09-02,2025-09-02,False,20.681824106301956,normal
2025-09-02 15:25:00,Branch A,,160.0,,,26.559999456000003,,20.0,True,15,25,1,9,0,15.416666666666666,Shift B,2025-09-02 09:25:00,2025-09-02,2025-09-02,True,20.681824106301956,connectivity_issue
2025-09-02 15:30:00,Branch A,,160.0,,,26.559999456000003,,20.0,True,15,30,1,9,0,15.5,Shift B,2025-09-02 09:30:00,2025-09-02,2025-09-02,True,20.681824106301956,connectivity_issue
2025-09-02 15:35:00,Branch A,,160.0,,,26.559999456000003,,20.0,True,15,35,1,9,0,15.583333333333334,Shift B,2025-09-02 09:35:00,2025-09-02,2025-09-02,True,20.681824106301956,connectivity_issue
2025-09-02 15:40:00,Branch A,,160.0,,,26.559999456000003,,20.0,True,15,40,1,9,0,15.666666666666666,Shift B,2025-09-02 09:40:00,2025-09-02,2025-09-02,True,20.681824106301956,connectivity_issue
2025-09-02 15:45:00,Branch A,1.779999971,160.0,,,26.559999456000003,25.0,0.0,False,15,45,1,9,0,15.75,Shift B,2025-09-02 09:45:00,2025-09-02,2025-09-02,False,20.681824106301956,normal
2025-09-02 15:50:00,Branch A,,160.0,,,26.80000308,,15.0,True,15,50,1,9,0,15.833333333333334,Shift B,2025-09-02 09:50:00,2025-09-02,2025-09-02,True,20.681824106301956,connectivity_issue
2025-09-02 15:55:00,Branch A,,160.0,,,26.80000308,,15.0,True,15,55,1,9,0,15.916666666666666,Shift B,2025-09-02 09:55:00,2025-09-02,2025-09-02,True,20.681824106301956,connectivity_issue
2025-09-02 16:00:00,Branch A,,160.0,,,26.80000308,,15.0,True,16,0,1,9,0,16.0,Shift B,2025-09-02 10:00:00,2025-09-02,2025-09-02,True,22.24287373220363,connectivity_issue
2025-09-02 16:05:00,Branch A,2.450000048,160.0,,,26.80000308,20.0,0.0,False,16,5,1,9,0,16.083333333333332,Shift B,2025-09-02 10:05:00,2025-09-02,2025-09-02,False,22.24287373220363,normal
2025-09-02 16:10:00,Branch A,,160.0,,,29.066667546666668,,55.0,True,16,10,1,9,0,16.166666666666668,Shift B,2025-09-02 10:10:00,2025-09-02,2025-09-02,True,22.24287373220363,connectivity_issue
2025-09-02 16:15:00,Branch A,,160.0,,,29.066667546666668,,55.0,True,16,15,1,9,0,16.25,Shift B,2025-09-02 10:15:00,2025-09-02,2025-09-02,True,22.24287373220363,connectivity_issue
2025-09-02 16:20:00,Branch A,,160.0,,,29.066667546666668,,55.0,True,16,20,1,9,0,16.333333333333332,Shift B,2025-09-02 10:20:00,2025-09-02,2025-09-02,True,22.24287373220363,connectivity_issue
2025-09-02 16:25:00,Branch A,,160.0,,,29.066667546666668,,55.0,True,16,25,1,9,0,16.416666666666668,Shift B,2025-09-02 10:25:00,2025-09-02,2025-09-02,True,22.24287373220363,connectivity_issue
2025-09-02 16:30:00,Branch A,,160.0,,,29.066667546666668,,55.0,True,16,30,1,9,0,16.5,Shift B,2025-09-02 10:30:00,2025-09-02,2025-09-02,True,22.24287373220363,connectivity_issue
2025-09-02 16:35:00,Branch A,,160.0,,,29.066667546666668,,55.0,True,16,35,1,9,0,16.583333333333332,Shift B,2025-09-02 10:35:00,2025-09-02,2025-09-02,True,22.24287373220363,connectivity_issue
2025-09-02 16:40:00,Branch A,,160.0,,,29.066667546666668,,55.0,True,16,40,1,9,0,16.666666666666668,Shift B,2025-09-02 10:40:00,2025-09-02,2025-09-02,True,22.24287373220363,connectivity_issue
2025-09-02 16:45:00,Branch A,,160.0,,,29.066667546666668,,55.0,True,16,45,1,9,0,16.75,Shift B,2025-09-02 10:45:00,2025-09-02,2025-09-02,True,22.24287373220363,connectivity_issue
2025-09-02 16:50:00,Branch A,,160.0,,,29.066667546666668,,55.0,True,16,50,1,9,0,16.833333333333332,Shift B,2025-09-02 10:50:00,2025-09-02,2025-09-02,True,22.24287373220363,connectivity_issue
2025-09-02 16:55:00,Branch A,,160.0,,,29.066667546666668,,55.0,True,16,55,1,9,0,16.916666666666668,Shift B,2025-09-02 10:55:00,2025-09-02,2025-09-02,True,22.24287373220363,connectivity_issue
2025-09-02 17:00:00,Branch A,,160.0,,,29.066667546666668,,55.0,True,17,0,1,9,0,17.0,Shift B,2025-09-02 11:00:00,2025-09-02,2025-09-02,True,23.651944416972345,connectivity_issue
2025-09-02 17:05:00,Branch A,4.630000114,160.0,,,29.066667546666668,60.0,0.0,False,17,5,1,9,0,17.083333333333332,Shift B,2025-09-02 11:05:00,2025-09-02,2025-09-02,False,23.651944416972345,normal
2025-09-02 17:10:00,Branch A,,160.0,,,30.0,,15.0,True,17,10,1,9,0,17.166666666666668,Shift B,2025-09-02 11:10:00,2025-09-02,2025-09-02,True,23.651944416972345,connectivity_issue
