shift_date,total_kwh,peak_kwh,avg_power_kw,connectivity_slots,total_slots,gap_pct,day_quality
2025-09-02,4418.5378789572405,31.04000092800001,,166,180,92.22,poor
2025-09-03,6634.262316082758,47.99987680000072,1.80809285725,129,288,44.79,poor
2025-09-04,6366.4001407999995,48.00048800000013,1.7927903256935485,73,288,25.35,poor
2025-09-05,6771.199952,51.199951999999485,1.757525487490196,19,288,6.6,moderate
2025-09-06,6808.000496,35.20019199999979,1.7924115231275721,35,288,12.15,moderate
2025-09-07,5195.200192000002,36.80175999999847,1.3537728956923076,3,288,1.04,good
2025-09-08,5924.7998080000025,52.80030400000214,1.5882060105836908,40,288,13.89,moderate
2025-09-09,6488.38867434146,33.59863199999836,1.6333459422594594,95,288,32.99,poor
2025-09-10,6292.412109658534,36.000976000000264,1.6439137086243654,81,288,28.12,poor
2025-09-11,6380.956300800008,35.99853599999733,1.6990303026464648,71,288,24.65,poor
2025-09-12,6116.641347199993,28.79883200000222,1.4676601310392159,128,288,44.44,poor
2025-09-13,6489.599616000005,40.0,1.617466104720339,46,288,15.97,moderate
2025-09-14,5533.121089600001,46.40135999999984,1.4806257315555555,111,288,38.54,poor
2025-09-15,6468.480462400001,33.59863200000291,1.7254102576410257,42,288,14.58,moderate
2025-09-16,6393.603519999997,36.00097600000481,1.699711230368984,68,288,23.61,poor
2025-09-17,6851.191407999995,33.593760000003385,1.7323179155606936,105,288,36.46,poor
2025-09-18,7300.800784000003,41.601567999996405,1.922254435076923,93,288,32.29,poor
2025-09-19,6849.599600000001,37.602536000003965,1.908876448945946,0,288,0.0,good
2025-09-20,7596.806639999995,38.40820800000074,1.9739195375632184,101,288,35.07,poor
2025-09-21,6237.154949333334,36.80175999999847,1.6825825250679611,55,288,19.1,moderate
2025-09-22,6379.642473777786,36.79688000000169,1.7416446747258885,74,288,25.69,poor
2025-09-23,6267.99750488889,33.603519999996934,1.743458129541872,61,288,21.18,poor
2025-09-24,6587.207039999994,33.59374400000888,1.6564858805028249,99,288,34.38,poor
2025-09-25,5958.3984319999945,33.603519999996934,1.6294537454361233,43,288,14.93,moderate
2025-09-26,6703.9941440000075,35.20507200000793,1.7230051266615385,84,288,29.17,poor
2025-09-27,7008.00776,38.398400000005495,1.7859271857669903,63,288,21.88,poor
2025-09-28,6267.187520000007,33.593760000003385,1.6393632946816479,4,288,1.39,good
2025-09-29,7144.003999999986,38.398400000005495,1.8213511122533332,51,288,17.71,moderate
2025-09-30,6786.011081142867,33.61327999999048,1.7160666681428571,173,288,60.07,poor
2025-10-01,7048.393158857137,35.19535999999789,1.705658119965812,161,288,55.9,poor
2025-10-02,6874.4042400000035,41.601599999994505,1.7842803764299064,50,288,17.36,moderate
2025-10-03,6622.402399999992,38.398400000005495,1.7322604138072917,54,288,18.75,moderate
2025-10-04,6005.49472000002,38.398400000005495,1.8671791897687864,37,288,12.85,moderate
2025-10-05,2154.9604479999957,20.0,0.7012024550613497,34,288,11.81,moderate
2025-10-06,5809.134592000001,33.61327999999048,1.5252359496235957,82,288,28.47,poor
2025-10-07,5683.652388571427,28.80863999998837,1.4603693673153153,140,288,48.61,poor
2025-10-08,5967.558651428553,36.79680000001099,1.482862437243386,51,288,17.71,moderate
2025-10-09,5937.597600000008,33.593760000003385,1.5789256780202703,113,288,39.24,poor
2025-10-10,5905.006698305074,35.20511999999144,1.591718484142857,20,288,6.94,moderate
2025-10-11,5706.184661694938,33.06640000000092,1.5238590540872483,102,288,35.42,poor
2025-10-12,2784.0039999999863,19.19927999999345,0.7512060308542714,0,288,0.0,good
2025-10-13,6484.804640000002,40.0,1.683850000311111,60,288,20.83,poor
2025-10-14,6064.003999999986,40.0,1.5851904784444444,59,288,20.49,poor
2025-10-15,5905.585920000011,25.60543999999936,1.3858852439754097,122,288,42.36,poor
2025-10-16,6067.207039999994,47.20703999999386,1.5126031745714286,90,288,31.25,poor
2025-10-17,6442.392480000017,46.406239999996615,1.7313957185614974,38,288,13.19,moderate
2025-10-18,4685.595680000006,38.398400000005495,1.7122760674355826,5,288,1.74,good
2025-10-19,3493.603519999997,28.78896000001987,0.8629999989944134,46,288,15.97,moderate
2025-10-20,6154.404319999994,44.80471999999281,1.5559627613776597,23,288,7.99,moderate
2025-10-21,5822.402320000001,45.60551999999006,1.4917226242408759,52,288,18.06,moderate
2025-10-22,5381.027508571427,38.3985599999869,1.4041517861517858,75,288,26.04,poor
2025-10-23,5869.114343736245,49.609439999985625,1.5811216154864864,38,288,13.19,moderate
2025-10-24,5867.455907692318,46.38672000000952,1.5240806465806451,58,288,20.14,poor
2025-10-25,6080.800720000007,44.78512000001501,1.6676168805519482,56,288,19.44,moderate
2025-10-26,3949.589840000008,32.03119999998307,1.015153844895105,57,288,19.79,moderate
2025-10-27,5791.210959999989,36.79688000000169,1.4132916641250002,111,288,38.54,poor
2025-10-28,5777.617119999995,44.80471999999281,1.5395947710522875,32,288,11.11,moderate
2025-10-29,7006.367200000022,57.617279999976745,1.8195493832283953,17,288,5.9,moderate
2025-10-30,6345.60551999999,46.406239999996615,1.6788636378257575,43,288,14.93,moderate
2025-10-31,5771.210959999989,40.0,1.4600468738828125,58,288,20.14,poor
2025-11-01,5571.191440000002,41.601599999994505,1.4450347822347827,78,288,27.08,poor
2025-11-02,3252.8124000000025,20.82031999998435,0.8493380277887324,29,288,10.07,moderate
2025-11-03,5954.240401702127,43.20319999998901,1.6112115388750001,102,288,35.42,poor
2025-11-04,5836.150318297869,52.81247999999323,1.573537883439394,83,288,28.82,poor
2025-11-05,5679.199200000003,35.195200000016484,1.4625952390079366,63,288,21.88,poor
2025-11-06,5629.589760000017,52.81247999999323,1.4567862603358779,57,288,19.79,moderate
2025-11-07,5598.424533333309,46.406239999996615,1.4861764722352941,91,288,31.6,poor
2025-11-08,5756.250026666676,55.97664000000805,1.5080263196052632,106,288,36.81,poor
2025-11-09,2725.325440000015,19.72656000000521,0.6486282095,61,288,21.18,poor
2025-11-10,5009.088639999973,34.67445333333065,1.1883827153209876,183,288,63.54,poor
2025-11-11,4607.447893333349,43.20319999998901,1.3301011323820224,142,288,49.31,poor
2025-11-12,5433.873706666661,55.19535999999789,1.45569999815,200,288,69.44,poor
2025-11-13,5806.686186666654,55.97664000000805,1.4915287330344829,185,288,64.24,poor
2025-11-14,5690.110613333357,37.59767999999895,1.3303116946623377,183,288,63.54,poor
2025-11-15,2975.6055599999854,38.398400000005495,0.7695360816907217,62,288,21.53,poor
2025-11-16,2140.294650285707,18.39840000000549,0.6157083337916667,16,288,5.56,moderate
2025-11-17,4041.6974697143064,38.398400000005495,1.04091666845,163,288,56.6,poor
2025-11-18,4832.812559999984,46.36720000002242,1.2512328820547944,193,288,67.01,poor
2025-11-19,4674.67445333333,33.593760000003385,1.3175000013076923,174,288,60.42,poor
2025-11-20,4796.796853333338,40.0,1.2545108658695652,170,288,59.03,poor
2025-11-21,4880.52085333334,62.42191999997885,1.2726777771888889,180,288,62.5,poor
2025-11-22,4544.003919999996,35.23423999999068,1.2873717882820512,162,288,56.25,poor
2025-11-23,2877.324186666677,20.800799999997253,0.741063064027027,55,288,19.1,moderate
2025-11-24,4889.075573333321,35.19530666667076,1.2835416713020833,155,288,53.82,poor
2025-11-25,3565.611919999998,47.98824000001332,1.481218745921875,94,288,32.64,poor
2025-11-26,4722.87704,31.99221333333601,1.1836249990909091,162,288,56.25,poor
2025-11-27,5067.2401066666835,73.59376000000339,1.367113923721519,186,288,64.58,poor
2025-11-28,5560.673893333321,87.96880000001693,1.4434235306,195,288,67.71,poor
2025-11-29,6016.4167199999965,33.07295999999041,1.5923766176753247,211,288,73.26,poor
2025-11-30,4661.58128000001,43.73701333332671,1.4334210502105262,175,288,60.76,poor
2025-12-01,5206.852685714288,35.99615999999514,1.3409545517045454,237,288,82.29,poor
2025-12-02,6165.1525942857,38.71875200000067,1.6247464804366198,204,288,70.83,poor
2025-12-03,5951.197920000001,33.8671733333346,1.5087536210724637,217,288,75.35,poor
2025-12-04,5430.376352000015,38.398400000005495,1.4168333270833333,215,288,74.65,poor
2025-12-05,5568.022047999992,46.40623999999662,1.4662280751052632,222,288,77.08,poor
2025-12-06,5787.597600000008,36.79688000000169,1.5074594535675676,209,288,72.57,poor
2025-12-07,3605.99612,27.98824000001332,0.9392555554555555,152,288,52.78,poor
2025-12-08,6453.212879999992,34.00391999999556,1.6751282038846154,205,288,71.18,poor
2025-12-09,6513.1934,36.00587999999334,1.6671911757941178,220,288,76.39,poor
2025-12-10,3582.402320000001,23.593760000003385,0.9330389561298701,166,288,57.64,poor
2025-12-11,5428.808639999988,38.00779999999577,1.419768106231884,175,288,60.76,poor
2025-12-12,3699.453093333347,48.00783999999112,0.9844807730384615,219,288,76.04,poor
2025-12-13,5163.19008000001,36.79688000000169,1.3598615380615384,220,288,76.39,poor
2025-12-14,3530.550226666643,20.800799999997253,0.864926829195122,148,288,51.39,poor
2025-12-15,4943.603480000002,24.404319999994183,1.2024000023285715,206,288,71.53,poor
2025-12-16,4886.5286763636595,22.942719999991823,1.2214166596666667,263,288,91.32,poor
2025-12-17,6018.536390303014,54.37504000001354,1.6919655101034483,227,288,78.82,poor
2025-12-18,5632.132133333337,41.601599999994505,1.4672405086582279,195,288,67.71,poor
2025-12-19,4461.14646690909,34.12762666666822,1.1780576935384615,196,288,68.06,poor
2025-12-20,3928.0625730908973,40.0,1.4370000037090909,128,288,44.44,poor
2025-12-21,4679.189440000009,30.93754666665821,1.2111034485517242,227,288,78.82,poor
2025-12-22,3791.1881600000074,33.60677333332812,1.2581230759538462,150,288,52.08,poor
2025-12-23,3670.022799999982,33.61327999999048,1.4381063834468086,136,288,47.22,poor
2025-12-24,5647.177720000018,56.01567999998224,1.4227532426883118,194,288,67.36,poor
2025-12-25,5089.599639999997,29.335946666663705,1.3715633859295775,198,288,68.75,poor
2025-12-26,5381.620999999996,31.197920000001133,1.3560144850144928,212,288,73.61,poor
2025-12-27,5824.384840000002,24.00391999999556,1.4147428546285714,253,288,87.85,poor
2025-12-28,4452.272133333329,35.19535999999789,1.2568648666891893,164,288,56.94,poor
2025-12-29,4790.390613333341,56.01567999998224,1.395166662621212,164,288,56.94,poor
2025-12-30,5542.12233333333,57.61711999999534,1.4512328840136988,206,288,71.53,poor
2025-12-31,6140.117175999949,30.41669333334236,1.6202641501132076,227,288,78.82,poor
2026-01-01,5425.488344000005,60.8593600000313,1.638428566952381,183,288,63.54,poor
2026-01-02,4899.199240000053,44.76559999995516,1.472657533589041,166,288,57.64,poor
2026-01-03,5775.234400000045,36.01560000002792,1.5064246622054793,210,288,72.92,poor
2026-01-04,5230.611919999913,60.8593600000313,1.364842106644737,211,288,73.26,poor
2026-01-05,4211.236986666748,30.42968000001565,1.4670625005833333,161,288,55.9,poor
2026-01-06,5387.721333333296,28.828080000021146,1.3911566260120483,201,288,69.79,poor
2026-01-07,5395.214839999971,34.1406400000172,1.4806794875897435,191,288,66.32,poor
2026-01-08,5334.414120000001,54.37504000001354,1.4865949364683544,175,288,60.76,poor
2026-01-09,5384.785120000015,28.00784000006388,1.405306446,223,288,77.43,poor
2026-01-10,5542.382800000014,34.661493333357306,1.4473846153461538,234,288,81.25,poor
2026-01-11,3620.8203200000207,35.976559999980964,0.9337894720657894,150,288,52.08,poor
2026-01-12,4393.964879999912,32.00517333330936,1.4933278727213113,148,288,51.39,poor
2026-01-13,5822.851520000113,46.406240000069374,1.6038169088732395,186,288,64.58,poor
2026-01-14,5915.996079999968,35.20837333334688,1.5257333357866665,209,288,72.57,poor
2026-01-15,5452.812479999957,32.526026666649464,1.4504545447142856,206,288,71.53,poor
2026-01-16,4976.250106666691,67.18752000000677,1.428407404148148,200,288,69.44,poor
2026-01-17,5554.11453333339,37.59767999999895,1.5142656248125,207,288,71.88,poor
2026-01-18,2389.205799999945,21.19139999998879,0.9279999941750001,118,288,40.97,poor
2026-01-19,6118.788999999924,31.35939200001303,1.586306458516129,226,288,78.47,poor
2026-01-20,6048.769560000073,31.48437333336915,1.6309230786153848,218,288,75.69,poor
2026-01-21,5711.230439999999,32.526026666649464,1.4975833345972223,203,288,70.49,poor
2026-01-22,4664.843679999976,89.60928000000422,1.501984125095238,154,288,53.47,poor
2026-01-23,5285.546959999992,48.7890399999742,1.4390298537313433,175,288,60.76,poor
2026-01-24,4913.632840000064,52.81247999999323,1.2779411757529413,189,288,65.62,poor
2026-01-25,5059.960839999912,70.39055999994162,1.350644734355263,200,288,69.44,poor
2026-01-26,3745.6250133334347,28.82816000004823,1.4497857093928572,164,288,56.94,poor
2026-01-27,5376.015626666679,38.3593600000313,1.6795652120724638,151,288,52.43,poor
2026-01-28,6157.5781599999755,40.0,1.5799756079024392,201,288,69.79,poor
2026-01-29,5981.19143999993,33.07290666668754,1.5715232505465115,180,288,62.5,poor
2026-01-30,5131.501524705923,56.01567999998224,1.3245000082432434,199,288,69.1,poor
2026-01-31,5381.99458196083,32.00522666666075,1.3775208294583334,236,288,81.94,poor
2026-02-01,4336.484373333224,24.53125333335872,1.0423939399696969,190,288,65.97,poor
2026-02-02,5810.019440000069,56.01551999992808,1.497831168090909,199,288,69.1,poor
2026-02-03,6177.617279999977,46.40623999999662,1.5700000031466668,201,288,69.79,poor
2026-02-04,5320.410080000038,32.81247999999323,1.4198409115681818,170,288,59.03,poor
2026-02-05,5873.964919999926,45.85935999998279,1.462587501075,189,288,65.62,poor
2026-02-06,5416.425720000018,56.01567999998224,1.441180844606383,141,288,48.96,poor
2026-02-07,5186.640640000017,34.00391999999556,1.4454044900786518,156,288,54.17,poor
2026-02-08,3230.9375200000554,21.87498666666216,0.8370689648390804,127,288,44.1,poor
2026-02-09,4859.218799999944,75.15631999995094,1.7232031235,139,288,48.26,poor
2026-02-10,5874.804600000061,34.414079999987734,1.5675000042878788,202,288,70.14,poor
2026-02-11,5980.019479999937,41.58853333331839,1.532989470568421,156,288,54.17,poor
2026-02-12,5767.16804000007,45.5859199999395,1.5388235286176473,129,288,44.79,poor
2026-02-13,5883.6132799999905,36.79688000003807,1.6711311417868853,222,288,77.08,poor
2026-02-14,5935.4622266666165,91.17184000002452,1.5518170748170732,205,288,71.18,poor
2026-02-15,4709.733133333309,31.19144000000233,1.2100210502947368,162,288,56.25,poor
2026-02-16,4788.007800000014,38.41146666668161,1.693375002625,142,288,49.31,poor
2026-02-17,5999.550800000034,72.03120000005583,1.59813333028,195,288,67.71,poor
2026-02-18,5850.239862857145,38.93232000002172,1.4942564108333334,201,288,69.79,poor
2026-02-19,5614.603817142904,42.68229333334602,1.4028705911882353,173,288,60.07,poor
2026-02-20,5625.6249599999865,38.39847999995982,1.4666235313882352,193,288,67.01,poor
2026-02-21,5792.421999999933,34.24998399999458,1.5518589753717948,202,288,70.14,poor
2026-02-22,3953.144519999987,24.02344000001904,1.0216666675952382,168,288,58.33,poor
2026-02-23,4962.115880000031,47.18752000000677,1.358111110031746,196,288,68.06,poor
2026-02-24,5445.462199999954,30.390613333293,1.5016493503506494,188,288,65.28,poor
2026-02-25,5749.77209333334,51.21095999995305,1.5441234479382717,175,288,60.76,poor
2026-02-26,5713.020906666643,38.93226666667034,1.5049999972444443,185,288,64.24,poor
2026-02-27,6079.479093333357,46.3802133333229,1.5876315793026314,190,288,65.97,poor
2026-02-28,5154.114666666719,72.03135999996448,1.360833338309524,188,288,65.28,poor
2026-03-01,5069.3489066666125,56.83592000001226,1.331793476054348,173,288,60.07,poor
2026-03-02,5734.6744533333795,62.34368000004906,1.5132307626153847,183,288,63.54,poor
2026-03-03,4880.820320000057,57.65632000009646,1.3832000017111112,148,288,51.39,poor
2026-03-04,6455.989653333236,71.95311999996193,1.6850235252117647,189,288,65.62,poor
2026-03-05,7216.015626666679,50.65103999998731,1.885423915554348,185,288,64.24,poor
2026-03-06,7284.772079999954,43.20312000003469,1.9313580224074074,203,288,70.49,poor
2026-03-07,7324.003840000078,92.81247999999324,1.9062386345,192,288,66.67,poor
2026-03-08,5547.500079999991,28.802080000023125,1.3694722296388888,209,288,72.57,poor
2026-03-09,5901.104937142851,54.45311999996193,1.525162153945946,202,288,70.14,poor
2026-03-10,6464.207542857094,39.21871999998984,1.6877528100561798,184,288,63.89,poor
2026-03-11,6340.6913760000725,45.58600000003935,1.7388307773076923,220,288,76.39,poor
2026-03-12,6451.3398240000315,37.34373333335195,1.6716835423291139,202,288,70.14,poor
2026-03-13,5921.152359999978,65.54687999989255,1.513269237602564,190,288,65.97,poor
2026-03-14,6283.613239999977,62.34383999995771,1.6663152148152174,169,288,58.68,poor
2026-03-15,4226.119893333332,65.62495999998646,1.5206911739411764,139,288,48.26,poor
2026-03-16,5953.09898666664,46.40639999997802,1.529069438597222,212,288,73.61,poor
2026-03-17,5926.347640000022,35.605479999976524,1.5408953490232558,195,288,67.71,poor
2026-03-18,6891.230440000024,68.8279999999213,1.7748658482195123,200,288,69.44,poor
2026-03-19,4867.239520000003,34.14058666666581,1.4184025998311687,169,288,58.68,poor
2026-03-20,1846.366722720025,11.197920000025382,0.43155555458333333,8,288,2.78,good
2026-03-21,1638.4185606401297,16.79680000001099,0.40753658624390243,0,288,0.0,good
2026-03-22,1948.0093614399811,15.195279999970806,0.5094492752028985,33,288,11.46,moderate
2026-03-23,2248.828186666724,20.78112000002875,0.5944827573103448,36,288,12.5,moderate
2026-03-24,4033.5937333333277,36.79696000006516,1.1119146347439024,187,288,64.93,poor
2026-03-25,5714.687546666658,35.19528000004357,1.5416455684177215,192,288,66.67,poor
2026-03-26,6396.344784761878,44.84368000004906,1.7090697676744186,181,288,62.85,poor
2026-03-27,6102.561428571395,38.00780000001396,1.5770151470757576,196,288,68.06,poor
2026-03-28,5754.374960000059,34.414079999987734,1.6437532515064934,176,288,61.11,poor
2026-03-29,3769.597974933422,27.187466666655386,1.0364179144328358,139,288,48.26,poor
2026-03-30,5953.606746666628,51.25008000002708,1.6992809015617976,150,288,52.08,poor
2026-03-31,4425.586000000039,37.578080000021146,1.4608571425238095,150,288,52.08,poor
2026-04-01,6689.088426666615,59.2187200000626,1.8094823549411765,168,288,58.33,poor
2026-04-02,5900.833386666684,76.79680000001099,1.5663478251304348,157,288,54.51,poor
2026-04-03,6476.52346666667,40.0,1.7590857143714287,183,288,63.54,poor
2026-04-04,5992.7734399999945,40.0,1.6216022737954545,153,288,53.12,poor
2026-04-05,2694.4447511467056,22.42192000005161,0.720989798,52,288,18.06,moderate
2026-04-06,5181.276106666628,32.79296000000613,1.3637317062682925,186,288,64.58,poor
2026-04-07,5523.893186666731,57.57807999994839,1.6383918950945946,164,288,56.94,poor
2026-04-08,5800.429639999929,33.593760000003385,1.6030116233488372,164,288,56.94,poor
2026-04-09,5164.765600000004,44.84384000010323,1.450117024180851,143,288,49.65,poor
2026-04-10,4879.930595555521,51.17199999993318,1.3755280914157302,129,288,44.79,poor
2026-04-11,4974.865170598392,36.27605333337367,1.5525731655487804,108,288,37.5,poor
